u,v,veh,avg_wait,edge_color
0,1,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,2,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,3,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,4,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,5,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,6,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,7,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,8,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,9,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,10,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,11,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,12,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,13,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,14,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,15,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,16,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,17,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,18,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,19,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,20,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,21,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,22,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,23,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,24,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,25,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
0,26,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,0,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
1,2,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,3,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,4,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,5,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,6,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,7,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,8,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,9,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,10,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,11,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,12,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,13,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,14,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,15,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,16,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,17,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,18,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,19,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,20,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,21,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,22,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,23,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,24,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,25,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
1,26,{1: {'1': 8.736842105263158}},3.433734939759036,#00B300
2,1,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
2,0,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
2,3,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,4,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,5,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,6,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,7,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,8,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,9,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,10,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,11,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,12,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,13,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,14,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,15,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,16,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,17,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,18,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,19,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,20,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,21,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,22,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,23,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,24,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,25,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
2,26,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,1,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
3,0,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
3,2,{1: {'0': 9.210526315789474}},3.257142857142857,#00B300
3,4,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,5,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,6,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,7,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,8,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,9,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,10,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,11,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,12,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,13,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,14,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,15,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,16,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,17,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,18,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,19,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,20,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,21,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,22,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,23,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,24,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,25,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
3,26,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,1,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
4,0,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
4,2,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
4,3,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
4,5,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,6,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,7,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,8,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,9,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,10,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,11,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,12,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,13,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,14,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,15,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,16,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,17,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,18,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,19,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,20,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,21,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,22,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,23,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,24,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,25,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
4,26,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,1,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
5,0,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
5,2,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
5,3,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
5,4,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
5,6,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,7,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,8,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,9,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,10,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,11,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,12,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,13,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,14,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,15,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,16,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,17,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,18,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,19,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,20,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,21,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,22,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,23,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,24,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,25,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
5,26,{1: {'1': 8.789473684210526}},3.413173652694611,#00B300
6,1,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,0,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,2,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,3,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,4,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,5,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
6,7,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,8,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,9,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,10,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,11,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,12,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,13,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,14,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,15,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,16,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,17,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,18,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,19,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,20,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,21,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,22,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,23,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,24,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,25,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
6,26,{1: {'1': 8.842105263157896}},3.3928571428571423,#00B300
7,1,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,0,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,2,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,3,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,4,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,5,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
7,6,{1: {'0': 9.157894736842104}},3.2758620689655173,#00B300
